,uid,years,minutes,sqrm,distance,renovate,express,price,predict
390,13104-811,22,5,15,7.768447716,1,0,15000000,20137205.18522627
391,13104-812,11,5,60,7.768447716,1,0,57000000,61821403.78537309
392,13104-813,19,10,60,7.768447716,0,0,39000000,50988469.43993057
393,13104-817,15,6,20,7.768447716,0,0,15000000,23996047.908442665
394,13104-818,15,7,25,7.768447716,0,0,26000000,27300902.106411137
395,13104-820,15,7,20,7.768447716,0,0,17000000,23322904.02470687
396,13104-821,47,10,50,7.768447716,0,0,27000000,28059560.166100617
397,13104-822,22,5,20,7.768447716,1,0,17000000,24115203.266930535
398,13104-823,24,5,15,7.768447716,0,0,18000000,15878471.63926731
399,13104-825,19,6,70,7.768447716,1,0,66000000,64826280.890639715
400,13104-826,23,6,15,7.768447716,0,0,15000000,15740074.652332278
401,13104-827,15,6,20,7.768447716,0,0,19000000,23996047.908442665
402,13104-828,16,9,20,7.768447716,0,0,22000000,21441869.360434514
403,13104-829,15,7,45,7.768447716,0,0,34000000,43212894.43322821
404,13104-830,22,6,20,7.768447716,0,0,18000000,20252819.63083731
405,13104-831,22,7,15,7.768447716,0,0,21000000,15601677.665397247
406,13104-833,47,10,55,7.768447716,1,0,38000000,35226798.00016231
407,13104-834,29,9,25,7.768447716,1,0,18000000,21657397.536086265
408,13104-835,15,7,20,7.768447716,1,0,20000000,26512143.777064297
409,13104-836,29,9,15,7.768447716,0,0,7300000,10512161.620320303
410,13104-837,4,10,70,7.768447716,0,0,63000000,66965669.05535057
411,13104-838,23,7,15,7.768447716,0,0,12000000,15066930.768596483
412,13104-840,23,10,35,7.768447716,0,0,24000000,28959491.44420617
413,13104-841,47,10,60,7.768447716,1,0,40000000,39204796.08186658
414,13104-845,15,7,20,7.768447716,0,0,21000000,23322904.02470687
415,13104-848,41,7,45,7.768447716,1,0,28000000,32498714.868765753
416,13104-849,10,9,20,7.768447716,0,0,23000000,24650350.7412391
417,13104-850,15,7,20,7.768447716,0,0,19000000,23322904.02470687
418,13104-851,22,5,20,7.768447716,0,0,12000000,20925963.51457311
419,13104-900,15,5,20,4.152266259,0,0,20000000,27186368.46882157
420,13104-901,15,5,20,4.152266259,0,0,22000000,27186368.46882157
421,13104-903,15,5,20,4.152266259,0,0,21000000,27186368.46882157
422,13104-1055,34,4,45,2.983801459,1,0,44000000,41591904.55868726
423,13104-1056,41,3,30,2.983801459,0,0,27000000,23398586.16734747
424,13104-1057,41,3,30,2.983801459,0,0,19000000,23398586.16734747
425,13104-1058,41,3,30,2.983801459,1,0,20000000,26587825.919704895
426,13104-1059,41,3,30,2.983801459,0,0,20000000,23398586.16734747
427,13104-1060,41,3,20,2.983801459,0,0,14000000,15442590.003938934
428,13104-1061,34,4,20,2.983801459,1,0,17000000,21701914.15016592
429,13104-1062,41,3,20,2.983801459,1,0,17000000,18631829.75629636
430,13104-1063,41,3,20,2.983801459,0,0,11000000,15442590.003938934
431,13104-1064,41,3,20,2.983801459,0,0,11000000,15442590.003938934
432,13104-1065,41,3,20,2.983801459,1,0,7500000,18631829.75629636
433,13104-1066,41,3,55,2.983801459,1,0,48000000,46477816.32822624
434,13104-1067,41,3,30,2.983801459,0,0,20000000,23398586.16734747
435,13104-1068,41,3,25,2.983801459,0,0,17000000,19420588.085643202
436,13104-1069,41,3,30,2.983801459,1,0,17000000,26587825.919704895
437,13104-1070,41,3,55,2.983801459,0,0,28000000,43288576.57586881
438,13104-1082,14,10,80,2.983801459,0,0,91000000,72904726.01186022
439,13104-1083,13,9,20,2.983801459,0,0,23000000,26376639.811945572
440,13104-1084,4,6,25,2.983801459,0,0,26000000,37186791.61606412
441,13104-1085,4,6,25,2.983801459,0,0,29000000,37186791.61606412
442,13104-1088,17,6,20,2.983801459,0,0,23000000,26257083.8759499
443,13104-1089,14,10,65,2.983801459,0,0,63000000,60970731.76674743
444,13104-1090,7,7,25,2.983801459,0,0,33000000,34909407.04192603
445,13104-1091,40,10,50,2.983801459,1,0,43000000,38322557.95717216
446,13104-1093,13,9,15,2.983801459,0,0,22000000,22398641.730241302
447,13104-1095,14,10,75,2.983801459,0,0,84000000,68926727.93015596
448,13104-1096,14,10,25,2.983801459,0,0,24000000,29146747.113113277
449,13104-1097,13,9,20,2.983801459,0,0,18000000,26376639.811945572
450,13104-1098,39,11,50,2.983801459,1,0,47000000,38184160.97023713
451,13104-1099,13,9,40,2.983801459,0,0,37000000,42288632.138762645
452,13104-1100,23,6,55,2.983801459,1,0,60000000,54083828.819432616
453,13104-1101,40,10,50,2.983801459,1,0,40000000,38322557.95717216
454,13104-1102,17,6,20,2.983801459,0,0,22000000,26257083.8759499
455,13104-1103,36,7,55,2.983801459,1,0,55000000,46458975.27728687
456,13104-1104,23,6,50,2.983801459,1,0,51000000,50105830.73772834
457,13104-1105,15,10,35,2.983801459,0,0,28000000,36567996.37972105
458,13104-1108,14,10,20,2.983801459,0,0,24000000,25168749.03140901
459,13104-1109,39,10,55,2.983801459,1,0,48000000,42835302.9356772
460,13104-1110,4,7,40,2.983801459,0,0,43000000,48447641.97744112
461,13104-1111,23,7,55,2.983801459,0,0,43000000,50221445.18333939
462,13104-1112,39,10,50,2.983801459,0,0,34000000,35668065.1016155
463,13104-1114,13,9,15,2.983801459,0,0,21000000,22398641.730241302
464,13104-1115,36,7,55,2.983801459,0,0,40000000,43269735.52492945
465,13104-1116,40,10,50,2.983801459,1,0,39000000,38322557.95717216
466,13104-1117,17,6,20,2.983801459,1,0,21000000,29446323.628307328
467,13104-1118,36,7,25,2.983801459,0,0,17000000,19401747.034703843
468,13104-1119,39,10,55,2.983801459,0,0,35000000,39646063.18331977
469,13104-1120,36,7,80,2.983801459,1,0,78000000,66348965.68580823
470,13104-1121,40,10,50,2.983801459,0,0,30000000,35133318.20481473
471,13104-1122,16,6,35,2.983801459,0,0,34000000,38725825.01786347
472,13104-1123,7,7,40,2.983801459,0,0,48000000,46843401.287038825
473,13104-1124,36,7,25,2.983801459,1,0,20000000,22590986.78706127
474,13104-1125,15,11,60,2.983801459,0,0,52000000,55784842.904506594
475,13104-1135,5,6,65,6.051806582,0,1,110000000,66889977.90882344
476,13104-1136,22,15,15,6.051806582,0,1,20000000,11961004.892545592
477,13104-1429,6,9,65,4.152266259,0,0,62000000,65108497.74042368
478,13104-1430,6,9,65,4.152266259,1,0,70000000,68297737.4927811
479,13104-1467,40,4,100,4.946347595,1,0,80000000,80775299.3466871
480,13104-1468,40,4,30,4.946347595,1,0,25000000,25083326.202827334
481,13104-1469,5,7,65,4.946347595,0,0,78000000,66436782.75921917
482,13104-1672,12,6,70,2.983801459,0,0,82000000,68710799.17699641
483,13104-2201,18,6,75,6.580371345,0,0,82000000,66976790.55965424
484,13104-2202,18,6,70,6.580371345,0,0,67000000,62998792.47794998
485,13104-2203,41,6,15,6.051806582,0,1,15000000,7859108.806953225
486,13104-2204,14,6,20,6.051806582,0,1,25000000,26275273.102278143
487,13104-2205,42,12,15,6.051806582,0,1,12000000,3285498.6077376828
488,13104-2208,2,12,30,6.051806582,0,1,43000000,36609368.72488108
489,13104-2209,2,12,30,6.051806582,0,1,47000000,36609368.72488108
490,13104-2210,2,12,30,6.051806582,0,1,46000000,36609368.72488108
491,13104-2211,41,6,15,6.051806582,0,1,17000000,7859108.806953225
492,13104-2212,2,12,30,6.051806582,0,1,47000000,36609368.72488108
493,13104-2213,41,6,20,6.051806582,0,1,14000000,11837106.888657494
494,13104-2214,2,12,30,6.051806582,0,1,43000000,36609368.72488108
495,13104-2215,42,12,15,6.051806582,1,1,14000000,6474738.36009511
496,13104-2216,2,12,30,6.051806582,0,1,41000000,36609368.72488108
497,13104-2217,2,12,30,6.051806582,0,1,45000000,36609368.72488108
498,13104-2218,2,13,30,6.051806582,0,1,43000000,35936224.841145284
499,13104-2219,2,12,30,6.051806582,0,1,43000000,36609368.72488108
500,13104-2220,2,12,30,6.051806582,0,1,45000000,36609368.72488108
501,13104-2221,2,12,30,6.051806582,0,1,41000000,36609368.72488108
502,13104-2225,36,7,15,6.051806582,1,1,13000000,13048939.159578681
503,13104-2226,41,4,15,6.051806582,0,1,17000000,9205396.574424818
504,13104-2227,37,9,20,6.051806582,1,1,18000000,15145902.577010592
505,13104-2229,38,11,45,6.051806582,1,1,41000000,33154858.321259573
506,13104-2230,42,12,15,6.051806582,0,1,10000000,3285498.6077376828
507,13104-2232,7,8,40,6.051806582,0,1,46000000,44584205.939228974
508,13104-2751,5,8,70,2.9601475510000004,0,0,92000000,71124204.86351499
509,13104-2752,18,11,20,2.9601475510000004,0,0,22000000,22373082.73685499
510,13104-2753,22,7,50,2.9601475510000004,0,0,45000000,46794659.17482072
511,13104-2814,14,9,20,2.983801459,0,0,24000000,25841892.91514481
512,13104-2816,17,10,75,2.983801459,0,0,68000000,67322487.23975366
513,13104-2817,18,7,15,2.983801459,0,0,21000000,21071195.013709072
514,13104-2819,14,9,30,2.983801459,0,0,29000000,33797889.07855334
515,13104-2820,19,9,50,2.983801459,1,0,52000000,50225386.67372402
516,13104-2821,19,9,75,2.983801459,0,0,74000000,66926137.329887934
517,13104-2822,20,10,70,2.983801459,0,0,53000000,61740248.467647105
518,13104-2823,17,10,55,2.983801459,0,0,54000000,51410494.9129366
519,13104-2845,5,3,25,6.580371345,0,0,30000000,36167951.05222889
520,13104-2846,32,2,30,6.580371345,0,0,24000000,26380926.804048304
521,13104-2847,14,3,20,6.580371345,0,0,24000000,27377230.89931774
522,13104-2850,24,3,95,6.580371345,0,0,60000000,81699733.15687412
523,13104-2851,19,5,50,6.580371345,0,0,40000000,47225197.13806793
524,13104-2852,48,4,55,6.580371345,0,0,29000000,36368679.09628582
525,13104-2856,19,4,50,6.580371345,0,0,35000000,47898341.02180373
526,13104-2863,48,4,60,6.580371345,1,0,40000000,43535916.93034752
527,13104-2865,6,5,65,6.580371345,0,0,57000000,66110901.04159068
528,13104-2866,24,3,95,6.580371345,0,0,55000000,81699733.15687412
529,13104-2867,14,3,20,6.580371345,0,0,18000000,27377230.89931774
530,13104-2869,6,5,50,6.580371345,0,0,41000000,54176906.79647788
531,13104-2873,15,5,55,6.580371345,0,0,49000000,53342182.80697526
532,13104-2874,10,3,20,6.580371345,0,0,25000000,29516218.4865208
533,13104-2875,31,8,75,6.580371345,0,0,55000000,58678793.13377271
534,13104-2876,11,3,20,6.580371345,0,0,21000000,28981471.589720037
535,13104-2877,31,8,65,6.580371345,1,0,31000000,53912036.7227216
536,13104-2878,16,4,20,6.580371345,0,0,24000000,25634593.221980415
537,13104-2879,31,8,80,6.580371345,1,0,68000000,65846030.967834406
538,13104-2880,10,3,20,6.580371345,0,0,26000000,29516218.4865208
539,13104-2881,31,8,75,6.580371345,0,0,55000000,58678793.13377271
540,13104-2882,16,6,25,6.580371345,0,0,22000000,28266303.536213093
541,13104-2883,31,8,70,6.580371345,0,0,49000000,54700795.05206844
542,13104-2884,31,6,75,6.580371345,1,0,63000000,63214320.653601736
543,13104-2885,35,4,30,6.580371345,1,0,29000000,26619638.09853185
544,13104-2887,31,6,75,6.580371345,0,0,53000000,60025080.901244305
545,13104-2888,31,8,75,6.580371345,0,0,54000000,58678793.13377271
546,13104-2889,31,7,70,6.580371345,0,0,62000000,55373938.93580424
547,13104-2891,31,6,75,6.580371345,0,0,67000000,60025080.901244305
548,13104-2892,31,8,65,6.580371345,0,0,47000000,50722796.97036417
549,13104-2893,11,3,50,6.580371345,0,0,49000000,52849460.079945646
550,13104-2894,16,4,20,6.580371345,0,0,18000000,25634593.221980415
551,13104-2895,5,3,25,6.580371345,1,0,32000000,39357190.80458632
552,13104-2896,24,6,15,6.580371345,0,0,12000000,16032332.198398437
553,13104-2897,22,4,15,6.580371345,0,0,18000000,18448113.759471558
554,13104-2898,10,3,20,6.580371345,1,0,26000000,32705458.238878228
555,13104-2899,31,8,70,6.580371345,0,0,51000000,54700795.05206844
556,13104-2900,15,5,55,6.580371345,1,0,61000000,56531422.55933269
557,13104-2901,35,4,30,6.580371345,0,0,21000000,23430398.34617442
558,13104-2902,11,3,20,6.580371345,0,0,24000000,28981471.589720037
559,13104-2904,11,3,25,6.580371345,0,0,24000000,32959469.671424303
560,13104-2905,5,3,25,6.580371345,0,0,31000000,36167951.05222889
561,13104-2906,5,3,25,6.580371345,0,0,32000000,36167951.05222889
562,13104-2907,5,3,25,6.580371345,0,0,32000000,36167951.05222889
563,13104-2908,5,3,25,6.580371345,0,0,33000000,36167951.05222889
564,13104-2909,5,3,25,6.580371345,0,0,33000000,36167951.05222889
565,13104-2911,21,2,30,6.580371345,0,0,28000000,32263142.66885672
566,13104-2912,5,3,25,6.580371345,0,0,32000000,36167951.05222889
567,13104-2913,5,3,25,6.580371345,0,0,31000000,36167951.05222889
568,13104-2914,5,3,25,6.580371345,0,0,30000000,36167951.05222889
569,13104-2918,22,4,20,6.580371345,0,0,14000000,22426111.841175824
570,13104-2919,15,5,40,6.580371345,0,0,41000000,41408188.561862454
571,13104-2920,21,2,50,6.580371345,0,0,33000000,48175134.99567379
572,13104-2921,16,4,20,6.580371345,0,0,23000000,25634593.221980415
573,13104-2925,16,4,20,6.580371345,0,0,21000000,25634593.221980415
574,13104-2926,31,8,75,6.580371345,0,0,48000000,58678793.13377271
575,13104-2927,31,6,70,6.580371345,1,0,58000000,59236322.57189746
576,13104-3000,17,8,70,2.983801459,0,0,59000000,64690776.925520994
577,13104-3015,19,6,55,4.152266259,1,0,55000000,55409463.32217002
578,13104-3016,13,5,70,4.152266259,0,0,73000000,68035843.07946578
579,13104-3018,41,6,70,4.152266259,1,0,52000000,55579025.837666005
580,13104-3020,6,8,75,4.152266259,0,0,83000000,73737637.78756802
581,13104-3022,13,5,70,4.152266259,0,0,77000000,68035843.07946578
582,13104-3023,11,4,20,4.152266259,1,0,25000000,33187739.692117855
583,13104-3025,41,6,35,4.152266259,1,0,28000000,27733039.26573612
584,13104-3026,13,6,70,4.152266259,1,0,83000000,70551938.94808742
585,13104-3028,11,4,20,4.152266259,0,0,27000000,29998499.939760428
586,13104-3029,41,6,70,4.152266259,1,0,52000000,55579025.837666005
587,13104-3254,30,8,30,3.246960267,1,1,24000000,29470687.783943955
588,13104-3255,30,8,30,3.246960267,0,1,24000000,26281448.031586528
589,13104-3260,6,5,50,3.246960267,0,1,65000000,57046797.532829344
590,13104-3263,12,4,20,3.246960267,0,1,24000000,30643471.545534942
591,13104-3266,12,4,20,3.246960267,0,1,23000000,30643471.545534942
592,13104-3267,12,4,20,3.246960267,1,1,21000000,33832711.29789237
593,13104-3286,14,7,20,3.246960267,0,1,26000000,27554546.100726023
594,13104-3290,18,8,20,4.152266259,0,0,22000000,23562696.12721189
595,13104-3291,20,8,35,4.152266259,0,0,30000000,34427196.57872316
596,13104-3292,20,8,50,4.152266259,0,0,43000000,46361190.82383597
597,13104-3293,20,8,35,4.152266259,0,0,31000000,34427196.57872316
598,13104-3294,11,8,45,4.152266259,0,0,40000000,47195914.813338585
599,13104-3300,20,8,60,4.152266259,0,0,45000000,54317186.9872445
600,13104-3301,11,8,40,4.152266259,0,0,28000000,43217916.73163432
601,13104-3303,15,11,50,3.246960267,0,1,44000000,48195212.15920769
602,13104-3304,14,9,55,3.246960267,1,1,70000000,57243484.65754174
603,13104-3305,11,8,30,3.246960267,1,1,32000000,39630878.82315849
604,13104-3306,14,9,90,3.246960267,0,1,100000000,81900231.47711419
605,13104-3307,14,9,60,3.246960267,0,1,70000000,58032242.98688857
606,13104-3308,14,9,70,3.246960267,0,1,81000000,65988239.15029712
607,13104-3313,14,9,70,3.246960267,0,1,79000000,65988239.15029712
608,13104-3314,14,9,60,3.246960267,0,1,63000000,58032242.98688857
609,13104-3370,17,4,20,2.983801459,0,0,22000000,27603371.643421493
610,13104-3371,29,5,20,2.983801459,0,0,11000000,20513264.998076517
611,13104-3372,29,3,20,2.983801459,0,0,15000000,21859552.76554811
612,13113-898,2,7,30,4.946347595,0,0,54000000,40195036.87769158
613,13113-899,2,10,30,4.946347595,0,0,62000000,38175605.226484194
614,13113-900,2,9,30,4.946347595,0,0,58000000,38848749.11021999
615,13113-901,2,7,30,4.946347595,1,0,55000000,43384276.63004901
616,13113-902,2,7,30,4.946347595,0,0,53000000,40195036.87769158
617,13113-903,18,9,70,4.946347595,0,0,88000000,62116783.4150419
618,13113-906,16,5,25,4.946347595,0,0,30000000,30076870.0082482
619,13113-907,6,6,50,4.946347595,0,0,80000000,54641185.50104139
620,13113-908,2,9,30,4.946347595,0,0,58000000,38848749.11021999
621,13113-911,6,7,60,4.946347595,0,0,91000000,61924037.78071413
622,13113-913,21,6,70,4.946347595,1,0,73000000,65721214.12820443
623,13113-916,21,7,70,4.946347595,0,0,55000000,61858830.4921112
624,13113-917,6,4,60,4.946347595,0,0,70000000,63943469.43192152
625,13113-918,15,6,50,4.946347595,0,0,54000000,49828463.42983451
626,13113-928,47,4,40,5.80032883,1,0,26000000,28701648.905888993
627,13113-929,47,4,30,5.80032883,1,0,25000000,20745652.742480457
628,13113-931,5,4,50,5.80032883,0,0,64000000,55927774.98257223
629,13113-932,7,4,65,5.80032883,1,0,82000000,69981515.18644093
630,13113-933,13,2,75,5.80032883,0,0,93000000,72886077.98415904
631,13113-935,21,4,30,5.80032883,0,0,30000000,31459832.306942914
632,13113-936,8,4,60,5.80032883,0,0,78000000,62279530.45557846
633,13113-938,35,3,60,5.80032883,1,0,52000000,51703747.87805104
634,13113-939,14,3,50,5.80032883,0,0,48000000,51788196.795101136
635,13113-941,37,4,25,5.80032883,0,0,25000000,18925883.87642641
636,13113-943,7,4,65,5.80032883,0,0,80000000,66792275.4340835
637,13113-944,43,5,40,5.80032883,1,0,33000000,30167492.609356254
638,13113-945,35,4,60,5.80032883,0,0,40000000,47841364.24195781
639,13113-946,49,4,55,5.80032883,1,0,5000000,39566149.35740027
640,13113-947,21,3,55,5.80032883,1,0,67000000,55212206.35155748
641,13113-950,17,5,20,5.80032883,0,0,20000000,24969679.847001642
642,13113-1857,40,4,20,6.051806582,0,1,17000000,13718141.55292985
643,13113-1858,43,7,20,6.051806582,0,1,13000000,10094469.211320167
644,13113-1859,43,3,20,6.051806582,0,1,13000000,12787044.74626335
645,13113-1860,19,9,55,6.051806582,0,1,57000000,49428093.5389968
646,13113-1861,5,7,20,6.051806582,0,1,32000000,30414851.289749227
647,13113-1862,40,6,20,6.051806582,0,1,17000000,12371853.785458257
648,13113-1863,43,7,20,6.051806582,0,1,13000000,10094469.211320167
649,13113-1864,43,3,20,6.051806582,0,1,20000000,12787044.74626335
650,13113-1866,43,8,35,6.051806582,0,1,30000000,21355319.57269717
651,13113-1867,34,4,20,6.051806582,0,1,20000000,16926622.93373444
652,13113-1869,17,8,30,6.051806582,0,1,38000000,31280740.80781279
653,13113-1870,43,3,20,6.051806582,0,1,17000000,12787044.74626335
654,13113-1871,40,6,15,6.051806582,0,1,18000000,8393855.70375399
655,13113-1872,14,9,50,6.051806582,1,1,51000000,51313069.69365379
656,13113-1873,43,7,20,6.051806582,0,1,13000000,10094469.211320167
657,13113-1874,17,6,30,6.051806582,0,1,41000000,32627028.575284384
658,13113-1876,20,7,20,6.051806582,1,1,24000000,25582887.590095185
659,13113-1878,43,7,20,6.051806582,0,1,14000000,10094469.211320167
660,13113-1879,43,7,20,6.051806582,0,1,15000000,10094469.211320167
661,13113-1880,43,7,20,6.051806582,0,1,16000000,10094469.211320167
662,13113-1882,43,3,20,6.051806582,1,1,17000000,15976284.498620776
663,13113-1883,14,11,30,6.051806582,1,1,40000000,34054789.59936513
664,13113-1885,43,3,20,6.051806582,0,1,11000000,12787044.74626335
665,13113-1886,43,3,20,6.051806582,0,1,15000000,12787044.74626335
666,13113-1887,43,3,20,6.051806582,0,1,17000000,12787044.74626335
667,13113-1892,17,6,55,6.051806582,0,1,64000000,52517018.98380572
668,13113-1893,40,6,20,6.051806582,0,1,17000000,12371853.785458257
669,13113-1894,17,7,20,6.051806582,0,1,23000000,23997888.528140053
670,13113-1895,20,7,20,6.051806582,0,1,23000000,22393647.837737758
671,13113-1896,43,3,20,6.051806582,0,1,16000000,12787044.74626335
672,13113-1897,43,7,20,6.051806582,0,1,15000000,10094469.211320167
673,13113-1899,14,11,40,6.051806582,0,1,43000000,38821546.01041623
674,13113-1901,20,5,20,6.051806582,0,1,23000000,23739935.60520935
675,13113-1902,51,8,55,6.051806582,0,1,29000000,32989336.725108124
676,13113-1903,43,3,20,6.051806582,0,1,8900000,12787044.74626335
677,13113-1904,40,6,20,6.051806582,0,1,11000000,12371853.785458257
